Date,Crop_Type,Temperature,Humidity,Wind_Speed,Crop_Yield,Year,Month,Day
2014-01-01,Wheat,9.440599409765396,80.0,10.95670655406815,0.0,2014,1,1
2014-01-01,Corn,20.052576424032637,79.94742357596736,8.591576842195144,104.87131032861858,2014,1,1
2014-01-01,Rice,12.143099171229291,80.0,7.227751486758685,0.0,2014,1,1
2014-01-01,Barley,19.751848411984515,80.0,2.6826825548319304,58.93979633901676,2014,1,1
2014-01-01,Soybean,16.110394507823717,80.0,7.696070494170769,32.97041272118097,2014,1,1
2014-01-01,Cotton,14.826739078862005,80.0,10.366657495668038,29.35611549155564,2014,1,1
2014-01-01,Sugarcane,13.533004268206692,80.0,9.910484291920756,0.0,2014,1,1
2014-01-01,Tomato,18.32327171374926,80.0,8.198083930243586,22.221375114874576,2014,1,1
2014-01-01,Potato,18.895963172575023,80.0,6.6967067309505,54.25972686316481,2014,1,1
2014-01-01,Sunflower,16.865594573647094,80.0,9.311648638504131,68.11924993406157,2014,1,1
2014-01-02,Wheat,16.044317975023777,80.0,4.1209896283606735,28.72353011550643,2014,1,2
2014-01-02,Corn,15.984306179345618,80.0,10.655914948161588,51.65627328069812,2014,1,2
2014-01-02,Rice,14.421758588058797,80.0,9.096688913232134,0.0,2014,1,2
2014-01-02,Barley,11.400778958026455,80.0,11.382448900445914,8.159006261940537,2014,1,2
2014-01-02,Soybean,9.347238476592166,80.0,10.403286647884066,0.0,2014,1,2
2014-01-02,Cotton,19.438742297966787,80.0,11.428127762280916,108.29273092196144,2014,1,2
2014-01-02,Sugarcane,10.803912383886807,80.0,9.072362872446355,0.0,2014,1,2
2014-01-02,Tomato,19.8777256356118,80.0,9.26275693771888,31.009610621508735,2014,1,2
2014-01-02,Potato,19.062629111970992,80.0,14.068720085712467,52.589621860831095,2014,1,2
2014-01-02,Sunflower,20.01766448946012,79.98233551053988,7.19871147726385,65.93659541111212,2014,1,2
2014-01-03,Wheat,1.9012744795512777,80.0,12.465707513125672,0.0,2014,1,3
2014-01-03,Corn,13.504963247670664,80.0,15.382842529025758,22.325126643223808,2014,1,3
2014-01-03,Rice,12.327917731632477,80.0,5.514838387556992,0.0,2014,1,3
2014-01-03,Barley,18.71855641885613,80.0,12.114943933998164,81.29906551707641,2014,1,3
2014-01-03,Soybean,17.507241657624025,80.0,13.474559958796084,54.13286650296527,2014,1,3
2014-01-03,Cotton,16.572564479315858,80.0,12.887923869999106,39.1232360605833,2014,1,3
2014-01-03,Sugarcane,13.361874083609989,80.0,7.415205837255013,0.0,2014,1,3
2014-01-03,Tomato,17.304778077101467,80.0,13.821200860418667,19.466158350497768,2014,1,3
2014-01-03,Potato,10.64847522719463,80.0,8.480070341105428,3.2656457465653888,2014,1,3
2014-01-03,Sunflower,29.718317082406426,70.28168291759357,8.971856450419692,1.4646000454946262,2014,1,3
2014-01-04,Wheat,16.074694150473775,80.0,3.933055200412795,50.06652544236726,2014,1,4
2014-01-04,Corn,22.019793693296467,77.98020630670354,7.461948950632882,46.616259561457184,2014,1,4
2014-01-04,Rice,11.20836439740879,80.0,11.372246946157428,0.0,2014,1,4
2014-01-04,Barley,16.724511675223642,80.0,13.711048218809385,33.29445898862128,2014,1,4
2014-01-04,Soybean,2.506204291806444,80.0,14.440985683516493,0.0,2014,1,4
2014-01-04,Cotton,21.15889188358055,78.84110811641945,6.034369148099684,83.74058544645528,2014,1,4
2014-01-04,Sugarcane,22.02602652939094,77.97397347060905,14.17697726047571,45.86014921579415,2014,1,4
2014-01-04,Tomato,15.384474742922857,80.0,10.084298390044603,1.864858226250708,2014,1,4
2014-01-04,Potato,12.917718182243124,80.0,12.572509754764337,18.27876325168955,2014,1,4
2014-01-04,Sunflower,10.2426412467598,80.0,7.839106021423561,2.254674208267196,2014,1,4
2014-01-05,Wheat,10.402878828830984,80.0,14.649803215052618,2.1518180130853373,2014,1,5
2014-01-05,Corn,13.389692418971622,80.0,12.44055165210901,23.579096656968137,2014,1,5
2014-01-05,Rice,15.065169498832754,80.0,11.133308775919277,0.5669297945276307,2014,1,5
2014-01-05,Barley,17.507981826730862,80.0,8.195808263284821,61.85110775554646,2014,1,5
2014-01-05,Soybean,17.60970782808449,80.0,10.890954019699558,69.42289755965098,2014,1,5
2014-01-05,Cotton,16.732241047484877,80.0,10.678864808496623,44.40061127922674,2014,1,5
2014-01-05,Sugarcane,17.834470353935437,80.0,9.506498697514289,31.152430971059463,2014,1,5
2014-01-05,Tomato,5.327149022494751,80.0,6.426089508392054,0.0,2014,1,5
2014-01-05,Potato,14.97571527674485,80.0,8.85003008120229,27.500607590476307,2014,1,5
2014-01-05,Sunflower,9.43751322835276,80.0,12.46618047998347,0.0,2014,1,5
2014-01-06,Wheat,26.366725790087408,73.6332742099126,10.44092395137165,20.60231825170257,2014,1,6
2014-01-06,Corn,7.508521813140346,80.0,12.731536655484003,0.0,2014,1,6
2014-01-06,Rice,15.065009459389534,80.0,14.360602231471953,0.6898494419046514,2014,1,6
2014-01-06,Barley,28.600845832948096,71.3991541670519,9.985912015979322,6.483882013014096,2014,1,6
2014-01-06,Soybean,15.209900322350114,80.0,9.588184548706552,27.372616072547128,2014,1,6
2014-01-06,Cotton,18.70170408973869,80.0,11.009196291358757,56.93490185108868,2014,1,6
2014-01-06,Sugarcane,10.766031409657977,80.0,5.455458325942406,0.0,2014,1,6
2014-01-06,Tomato,19.28199397161736,80.0,12.13032772109186,29.764974326685262,2014,1,6
2014-01-06,Potato,18.175562754509897,80.0,6.759397389878544,51.32034861311793,2014,1,6
2014-01-06,Sunflower,11.246190784661636,80.0,11.07336208104485,9.939658216534644,2014,1,6
2014-01-07,Wheat,17.093197345863008,80.0,7.81546225191,33.69840395636187,2014,1,7
2014-01-07,Corn,17.338585387490586,80.0,10.913347359612558,59.71061900499655,2014,1,7
2014-01-07,Rice,9.083671892727905,80.0,11.484986962575086,0.0,2014,1,7
2014-01-07,Barley,11.564124123337448,80.0,5.318328782688193,10.135818324693346,2014,1,7
2014-01-07,Soybean,26.573292833367542,73.42670716663245,4.398204422224756,31.906967721267574,2014,1,7
2014-01-07,Cotton,6.936420644051742,80.0,7.32063917911233,0.0,2014,1,7
2014-01-07,Sugarcane,12.293572791800162,80.0,12.33046901327681,0.0,2014,1,7
2014-01-07,Tomato,17.5934722885889,80.0,8.876435322728591,12.608628737682553,2014,1,7
2014-01-07,Potato,21.81717745475852,78.18282254524148,12.486297932814624,74.5764475921633,2014,1,7
2014-01-07,Sunflower,17.210370084333658,80.0,8.014640605694836,74.72880792976522,2014,1,7
2014-01-08,Wheat,10.712255571694495,80.0,12.520016129867289,4.598427035828945,2014,1,8
2014-01-08,Corn,11.612921661426215,80.0,8.997258726548896,9.939936909801649,2014,1,8
2014-01-08,Rice,13.40322461092611,80.0,9.386150483567237,0.0,2014,1,8
2014-01-08,Barley,26.224033030052816,73.77596696994718,6.019504701592309,25.40515212452463,2014,1,8
2014-01-08,Soybean,9.082134160277311,80.0,10.686911296691314,0.0,2014,1,8
2014-01-08,Cotton,10.92364531739038,80.0,11.331458284438686,6.05077969634733,2014,1,8
2014-01-08,Sugarcane,12.25373546317849,80.0,13.290388763324213,0.0,2014,1,8
2014-01-08,Tomato,12.507966886467772,80.0,14.629202955577252,0.0,2014,1,8
2014-01-08,Potato,15.009068055973382,80.0,12.267805845374957,43.15821942372489,2014,1,8
2014-01-08,Sunflower,17.069374186254038,80.0,10.209406254970055,51.33420343375804,2014,1,8
2014-01-09,Wheat,18.039192701674025,80.0,13.097538378483645,65.58931209911634,2014,1,9
2014-01-09,Corn,16.021414710006646,80.0,12.060545538297912,38.94700430472387,2014,1,9
2014-01-09,Rice,17.507133785130407,80.0,13.181915736464232,25.49960002176692,2014,1,9
2014-01-09,Barley,10.659578872977562,80.0,10.842975603205096,3.339937412435889,2014,1,9
2014-01-09,Soybean,9.22242044955258,80.0,14.710331866116562,0.0,2014,1,9
2014-01-09,Cotton,21.40960190157101,78.59039809842899,8.133288505281163,84.09294491993916,2014,1,9
2014-01-09,Sugarcane,17.647177558269014,80.0,9.448324786815938,18.77649982530085,2014,1,9
2014-01-09,Tomato,12.470599733828529,80.0,7.513014967233783,0.0,2014,1,9
2014-01-09,Potato,24.352119489077587,75.64788051092242,15.064051097106743,30.71580272764917,2014,1,9
2014-01-09,Sunflower,16.913997335753933,80.0,7.992391815456361,46.55497714190161,2014,1,9
2014-01-10,Wheat,18.82239117662856,80.0,6.6665085617677065,47.1186396895767,2014,1,10
2014-01-10,Corn,18.952969947120728,80.0,9.022080577055531,75.52870067180932,2014,1,10
2014-01-10,Rice,18.40976485647482,80.0,9.069199730219632,24.41326635337319,2014,1,10
2014-01-10,Barley,14.349284728161576,80.0,15.736952919519911,25.98794450843104,2014,1,10
2014-01-10,Soybean,16.009537209013978,80.0,7.585789944773512,29.34521689300253,2014,1,10
2014-01-10,Cotton,16.346588271262693,80.0,11.872359451156466,43.91238015176775,2014,1,10
2014-01-10,Sugarcane,16.622591581872776,80.0,15.02587974900466,12.646138870181147,2014,1,10
2014-01-10,Tomato,17.480321166129375,80.0,8.70008977929232,13.945125375071612,2014,1,10
2014-01-10,Potato,7.091730371927273,80.0,10.23702704273217,0.0,2014,1,10
2014-01-10,Sunflower,16.1874262581097,80.0,10.869648434611378,34.729450166846235,2014,1,10
2014-01-11,Wheat,11.678862783477886,80.0,14.080334098744515,7.813979934924675,2014,1,11
2014-01-11,Corn,22.85016140271336,77.14983859728665,7.826998613958702,46.07741078794234,2014,1,11
2014-01-11,Rice,14.90743432003805,80.0,9.134024083239584,0.0,2014,1,11
2014-01-11,Barley,10.863845282238383,80.0,6.687334634358601,5.298909846807394,2014,1,11
2014-01-11,Soybean,7.771950137639587,80.0,7.467589259446781,0.0,2014,1,11
2014-01-11,Cotton,17.288382272144194,80.0,10.67227744543125,58.581163664269134,2014,1,11
2014-01-11,Sugarcane,19.21787011390172,80.0,6.801035565280095,28.07067229128127,2014,1,11
2014-01-11,Tomato,10.164444726995168,80.0,13.601234645240195,0.0,2014,1,11
2014-01-11,Potato,14.2835837064146,80.0,8.198185956251244,24.058366117294295,2014,1,11
2014-01-11,Sunflower,11.312852667616088,80.0,9.52682812523769,8.571736478292113,2014,1,11
2014-01-12,Wheat,11.21546954744202,80.0,7.374763531395647,7.61237563110036,2014,1,12
2014-01-12,Corn,11.143972692091433,80.0,11.02526792733148,13.586015126675544,2014,1,12
2014-01-12,Rice,23.63873813717129,76.36126186282871,5.522195906752921,56.03769136729424,2014,1,12
2014-01-12,Barley,12.982225215765446,80.0,12.225889049588396,30.80338267093942,2014,1,12
2014-01-12,Soybean,8.841346162450872,80.0,10.568754760481768,0.0,2014,1,12
2014-01-12,Cotton,12.762859878709309,80.0,4.860596412727368,25.181591946193155,2014,1,12
2014-01-12,Sugarcane,16.378175789437037,80.0,10.836169104911985,11.598348403571068,2014,1,12
2014-01-12,Tomato,10.49353090667666,80.0,11.027370754022543,0.0,2014,1,12
2014-01-12,Potato,15.026218498590916,80.0,10.140941781294226,28.056033659942344,2014,1,12
2014-01-12,Sunflower,18.11424966173749,80.0,5.8942296533744285,51.570401248477474,2014,1,12
2014-01-13,Wheat,-2.390846068182782,80.0,9.195210814151462,0.0,2014,1,13
2014-01-13,Corn,19.46412682149428,80.0,16.18224377464596,70.81319427220555,2014,1,13
2014-01-13,Rice,9.898083763689224,80.0,9.19271668621315,0.0,2014,1,13
2014-01-13,Barley,19.389125842400567,80.0,10.70039738944073,91.28471531363144,2014,1,13
2014-01-13,Soybean,20.29212243424794,79.70787756575206,4.723781540730657,60.17106836221294,2014,1,13
2014-01-13,Cotton,4.803839111199498,80.0,10.600403257520268,0.0,2014,1,13
2014-01-13,Sugarcane,16.100371644018104,80.0,4.348349532298319,8.086610398029636,2014,1,13
2014-01-13,Tomato,18.22866394361624,80.0,9.95584522409519,24.00842334658653,2014,1,13
2014-01-13,Potato,7.384195647641196,80.0,13.617745621727757,0.0,2014,1,13
2014-01-13,Sunflower,8.14205310138438,80.0,11.099794738290544,0.0,2014,1,13
2014-01-14,Wheat,18.736840158059007,80.0,9.127923075906873,57.71723263224417,2014,1,14
2014-01-14,Corn,13.403199962331708,80.0,5.903005640549033,28.35676471691437,2014,1,14
2014-01-14,Rice,12.348711908137796,80.0,7.621381503212968,0.0,2014,1,14
2014-01-14,Barley,9.823788387903129,80.0,6.344531076140243,0.0,2014,1,14
2014-01-14,Soybean,17.572944953452698,80.0,13.613905217727476,57.7702260869124,2014,1,14
2014-01-14,Cotton,11.89818138732224,80.0,10.534385277283194,12.215463942046888,2014,1,14
2014-01-14,Sugarcane,15.960451903163246,80.0,14.791338167562431,8.270975547813732,2014,1,14
2014-01-14,Tomato,15.63717203334045,80.0,12.554206277136489,4.995744660303705,2014,1,14
2014-01-14,Potato,10.138657261379642,80.0,10.238447355452616,1.4540496907469922,2014,1,14
2014-01-14,Sunflower,2.716264715682604,80.0,7.686740378486681,0.0,2014,1,14
2014-01-15,Wheat,7.197470428086646,80.0,10.620068389003231,0.0,2014,1,15
2014-01-15,Corn,4.446502394249109,80.0,9.976082076050147,0.0,2014,1,15
2014-01-15,Rice,26.871647017461942,73.12835298253806,13.043598078061894,49.70108774536169,2014,1,15
